swap_id,proposer_email,counterparty_rating
787,usr222@gt.edu,2
788,usr222@gt.edu,1
793,usr223@gt.edu,2
794,usr223@gt.edu,3
795,usr223@gt.edu,3
796,usr223@gt.edu,5
797,usr223@gt.edu,1
801,usr225@gt.edu,3
810,usr228@gt.edu,3
814,usr228@gt.edu,2
815,usr229@gt.edu,5
817,usr229@gt.edu,1
823,usr230@gt.edu,2
827,usr232@gt.edu,5
828,usr232@gt.edu,2
829,usr232@gt.edu,2
830,usr232@gt.edu,2
832,usr233@gt.edu,5
836,usr234@gt.edu,4
837,usr235@gt.edu,5
838,usr235@gt.edu,1
839,usr236@gt.edu,1
840,usr236@gt.edu,5
843,usr237@gt.edu,1
848,usr238@gt.edu,5
854,usr240@gt.edu,3
857,usr241@gt.edu,3
859,usr241@gt.edu,3
862,usr242@gt.edu,5
863,usr242@gt.edu,4
872,usr245@gt.edu,2
873,usr245@gt.edu,3
875,usr246@gt.edu,3
881,usr247@gt.edu,3
883,usr248@gt.edu,1
884,usr248@gt.edu,1
895,usr251@gt.edu,4
896,usr251@gt.edu,5
901,usr253@gt.edu,3
906,usr254@gt.edu,1
912,usr255@gt.edu,3
913,usr255@gt.edu,5
914,usr255@gt.edu,4
919,usr257@gt.edu,4
922,usr257@gt.edu,1
923,usr258@gt.edu,5
926,usr258@gt.edu,4
933,usr260@gt.edu,1
940,usr263@gt.edu,1
941,usr263@gt.edu,4
943,usr264@gt.edu,5
949,usr266@gt.edu,1
950,usr267@gt.edu,2
951,usr267@gt.edu,1
952,usr267@gt.edu,5
953,usr267@gt.edu,2
955,usr268@gt.edu,4
962,usr271@gt.edu,4
965,usr271@gt.edu,4
968,usr272@gt.edu,2
969,usr272@gt.edu,5
970,usr272@gt.edu,3
975,usr274@gt.edu,5
978,usr276@gt.edu,2
980,usr277@gt.edu,4
981,usr277@gt.edu,2
992,usr280@gt.edu,2
993,usr280@gt.edu,1
994,usr281@gt.edu,4
998,usr282@gt.edu,5
1002,usr283@gt.edu,3
1003,usr284@gt.edu,3
1015,usr288@gt.edu,1
1016,usr288@gt.edu,5
1017,usr288@gt.edu,3
1018,usr288@gt.edu,5
1019,usr289@gt.edu,1
1023,usr290@gt.edu,5
1024,usr291@gt.edu,5
1025,usr291@gt.edu,3
1029,usr293@gt.edu,1
1030,usr294@gt.edu,3
1031,usr294@gt.edu,5
1032,usr294@gt.edu,2
1038,usr295@gt.edu,1
1042,usr296@gt.edu,4
1044,usr297@gt.edu,5
1047,usr298@gt.edu,3
1050,usr299@gt.edu,4
1053,usr300@gt.edu,2
1054,usr300@gt.edu,1
1058,usr301@gt.edu,1
1062,usr302@gt.edu,5
1065,usr304@gt.edu,1
1066,usr304@gt.edu,4
1071,usr305@gt.edu,5
1073,usr305@gt.edu,5
1081,usr309@gt.edu,1
1083,usr309@gt.edu,5
1085,usr309@gt.edu,1
1101,usr312@gt.edu,5
1102,usr313@gt.edu,5
1105,usr314@gt.edu,1
1110,usr315@gt.edu,1
1111,usr315@gt.edu,2
1118,usr317@gt.edu,3
1119,usr317@gt.edu,2
1126,usr319@gt.edu,2
1127,usr320@gt.edu,3
1131,usr320@gt.edu,2
1136,usr321@gt.edu,2
1137,usr321@gt.edu,3
1138,usr321@gt.edu,3
1141,usr322@gt.edu,2
1143,usr323@gt.edu,5
1145,usr324@gt.edu,2
1146,usr325@gt.edu,3
1147,usr326@gt.edu,2
1148,usr326@gt.edu,4
1149,usr326@gt.edu,4
1152,usr327@gt.edu,4
1153,usr327@gt.edu,5
1154,usr327@gt.edu,3
1158,usr329@gt.edu,5
1165,usr332@gt.edu,1
1171,usr334@gt.edu,1
1174,usr335@gt.edu,3
1175,usr335@gt.edu,2
1176,usr335@gt.edu,5
1177,usr335@gt.edu,2
1184,usr337@gt.edu,5
1186,usr337@gt.edu,3
1187,usr338@gt.edu,3
1191,usr339@gt.edu,5
1194,usr340@gt.edu,4
1195,usr340@gt.edu,3
1196,usr340@gt.edu,1
1200,usr341@gt.edu,3
1202,usr342@gt.edu,3
1206,usr343@gt.edu,4
1212,usr345@gt.edu,5
1213,usr345@gt.edu,1
1215,usr347@gt.edu,4
1220,usr348@gt.edu,2
1223,usr350@gt.edu,4
1226,usr350@gt.edu,2
1228,usr351@gt.edu,4
1229,usr351@gt.edu,4
1239,usr353@gt.edu,1
1240,usr353@gt.edu,4
1248,usr355@gt.edu,3
1250,usr356@gt.edu,2
1252,usr356@gt.edu,2
1254,usr357@gt.edu,3
1257,usr358@gt.edu,2
1258,usr358@gt.edu,5
1259,usr358@gt.edu,4
1269,usr361@gt.edu,4
1272,usr361@gt.edu,1
1273,usr363@gt.edu,4
1277,usr364@gt.edu,2
1278,usr365@gt.edu,2
1279,usr366@gt.edu,3
1280,usr366@gt.edu,3
1281,usr366@gt.edu,1
1282,usr366@gt.edu,2
1284,usr367@gt.edu,5
1288,usr368@gt.edu,1
1300,usr371@gt.edu,4
1302,usr371@gt.edu,1
1306,usr372@gt.edu,2
1307,usr373@gt.edu,3
1308,usr373@gt.edu,3
1309,usr373@gt.edu,3
1312,usr374@gt.edu,1
1314,usr374@gt.edu,5
1318,usr375@gt.edu,4
1321,usr376@gt.edu,5
1324,usr378@gt.edu,3
1325,usr378@gt.edu,5
1340,usr383@gt.edu,2
1344,usr384@gt.edu,3
1347,usr384@gt.edu,4
1348,usr385@gt.edu,5
1350,usr386@gt.edu,2
1351,usr386@gt.edu,2
1353,usr387@gt.edu,4
1356,usr388@gt.edu,1
1358,usr389@gt.edu,5
1359,usr389@gt.edu,1
1369,usr392@gt.edu,1
1370,usr392@gt.edu,4
1371,usr393@gt.edu,1
1372,usr394@gt.edu,3
1373,usr394@gt.edu,3
1377,usr395@gt.edu,2
1378,usr396@gt.edu,4
1384,usr397@gt.edu,1
1388,usr398@gt.edu,5
1389,usr398@gt.edu,5
1395,usr400@gt.edu,1
1396,usr400@gt.edu,4
1405,usr402@gt.edu,4
1409,usr402@gt.edu,4
1412,usr403@gt.edu,4
1413,usr404@gt.edu,4
1420,usr405@gt.edu,3
1421,usr406@gt.edu,5
1422,usr406@gt.edu,3
1430,usr408@gt.edu,1
1431,usr408@gt.edu,5
1433,usr409@gt.edu,5
1434,usr409@gt.edu,2
1439,usr411@gt.edu,3
1441,usr411@gt.edu,3
1442,usr411@gt.edu,4
1443,usr412@gt.edu,2
1444,usr412@gt.edu,1
1448,usr413@gt.edu,4
1450,usr414@gt.edu,3
1462,usr417@gt.edu,1
1463,usr417@gt.edu,2
1468,usr419@gt.edu,5
1470,usr419@gt.edu,3
1472,usr420@gt.edu,3
1473,usr420@gt.edu,4
1474,usr420@gt.edu,1
1475,usr421@gt.edu,1
1480,usr423@gt.edu,3
1481,usr424@gt.edu,2
1484,usr424@gt.edu,2
1487,usr426@gt.edu,5
1490,usr427@gt.edu,2
1495,usr428@gt.edu,2
1496,usr429@gt.edu,3
1497,usr429@gt.edu,4
1503,usr431@gt.edu,3
1505,usr432@gt.edu,3
1508,usr434@gt.edu,5
1512,usr435@gt.edu,3
1514,usr435@gt.edu,3
1516,usr435@gt.edu,5
1522,usr437@gt.edu,1
1524,usr438@gt.edu,3
1528,usr438@gt.edu,5
1535,usr440@gt.edu,3
1536,usr440@gt.edu,5
1542,usr442@gt.edu,3
1543,usr442@gt.edu,5
1546,usr443@gt.edu,2
1548,usr443@gt.edu,4
1551,usr444@gt.edu,5
1554,usr445@gt.edu,1
1558,usr446@gt.edu,1
1560,usr447@gt.edu,1
1569,usr449@gt.edu,5
1575,usr451@gt.edu,2
1579,usr452@gt.edu,4
1581,usr452@gt.edu,5
1583,usr453@gt.edu,2
1584,usr453@gt.edu,1
1589,usr455@gt.edu,1
1590,usr455@gt.edu,4
1593,usr456@gt.edu,4
1597,usr457@gt.edu,4
1598,usr457@gt.edu,1
1601,usr457@gt.edu,5
1603,usr458@gt.edu,5
1604,usr459@gt.edu,1
1610,usr461@gt.edu,4
1612,usr461@gt.edu,1
1613,usr461@gt.edu,5
1614,usr462@gt.edu,2
1615,usr463@gt.edu,1
1619,usr464@gt.edu,5
1620,usr464@gt.edu,2
1626,usr466@gt.edu,3
1630,usr467@gt.edu,4
1632,usr467@gt.edu,1
1633,usr468@gt.edu,4
1638,usr469@gt.edu,2
1641,usr470@gt.edu,3
1642,usr470@gt.edu,2
1648,usr472@gt.edu,1
1649,usr472@gt.edu,4
1653,usr474@gt.edu,2
1655,usr475@gt.edu,2
1658,usr476@gt.edu,3
1659,usr476@gt.edu,4
1664,usr477@gt.edu,5
1673,usr478@gt.edu,3
1675,usr479@gt.edu,3
1679,usr481@gt.edu,1
1680,usr481@gt.edu,3
1682,usr482@gt.edu,3
1684,usr483@gt.edu,5
1695,usr486@gt.edu,1
1698,usr486@gt.edu,1
1700,usr487@gt.edu,5
1701,usr487@gt.edu,2
1704,usr488@gt.edu,2
1705,usr488@gt.edu,3
1708,usr489@gt.edu,2
1713,usr491@gt.edu,2
1716,usr492@gt.edu,1
1717,usr493@gt.edu,5
1721,usr495@gt.edu,4
1722,usr496@gt.edu,4
1724,usr497@gt.edu,1
1727,usr498@gt.edu,4
1728,usr498@gt.edu,2
1729,usr498@gt.edu,1
1730,usr498@gt.edu,5
1731,usr498@gt.edu,3
1733,usr498@gt.edu,2
1734,usr498@gt.edu,3
1736,usr499@gt.edu,3
1741,usr500@gt.edu,5
1742,usr500@gt.edu,5
1743,usr501@gt.edu,3
1750,usr502@gt.edu,4
1754,usr504@gt.edu,5
1756,usr505@gt.edu,5
1758,usr505@gt.edu,4
1760,usr506@gt.edu,1
1762,usr506@gt.edu,1
1763,usr506@gt.edu,1
1764,usr507@gt.edu,2
1766,usr507@gt.edu,1
1767,usr507@gt.edu,2
1769,usr508@gt.edu,1
1770,usr509@gt.edu,2
1775,usr511@gt.edu,5
1776,usr511@gt.edu,2
1777,usr511@gt.edu,2
1778,usr512@gt.edu,1
1780,usr512@gt.edu,3
1782,usr513@gt.edu,4
1783,usr513@gt.edu,4
1789,usr515@gt.edu,1
1793,usr517@gt.edu,1
1796,usr518@gt.edu,1
1797,usr519@gt.edu,3
1800,usr520@gt.edu,5
1801,usr520@gt.edu,3
1803,usr520@gt.edu,3
1805,usr521@gt.edu,5
1810,usr522@gt.edu,5
1811,usr522@gt.edu,4
1821,usr524@gt.edu,3
1824,usr524@gt.edu,3
1826,usr525@gt.edu,5
1828,usr525@gt.edu,2
1832,usr527@gt.edu,3
1833,usr527@gt.edu,2
1835,usr527@gt.edu,2
1837,usr528@gt.edu,5
1840,usr529@gt.edu,4
1844,usr530@gt.edu,5
1846,usr530@gt.edu,3
1847,usr530@gt.edu,5
1849,usr532@gt.edu,1
1851,usr532@gt.edu,1
1854,usr532@gt.edu,1
1856,usr533@gt.edu,1
1858,usr533@gt.edu,4
1860,usr534@gt.edu,5
1866,usr535@gt.edu,2
1871,usr536@gt.edu,5
1872,usr536@gt.edu,2
1874,usr537@gt.edu,4
1877,usr538@gt.edu,1
1878,usr538@gt.edu,2
1879,usr538@gt.edu,3
1880,usr539@gt.edu,4
1881,usr539@gt.edu,5
1883,usr539@gt.edu,5
1884,usr540@gt.edu,4
1885,usr540@gt.edu,2
1889,usr541@gt.edu,3
1890,usr542@gt.edu,5
1891,usr542@gt.edu,5
1892,usr542@gt.edu,5
1894,usr543@gt.edu,1
1896,usr543@gt.edu,1
1900,usr544@gt.edu,2
1904,usr545@gt.edu,5
1905,usr545@gt.edu,1
1907,usr545@gt.edu,1
1915,usr548@gt.edu,2
1917,usr549@gt.edu,3
1921,usr550@gt.edu,5
1923,usr551@gt.edu,1
1924,usr551@gt.edu,2
1927,usr552@gt.edu,1
1928,usr552@gt.edu,1
1929,usr552@gt.edu,4
1941,usr556@gt.edu,5
1942,usr557@gt.edu,2
1947,usr559@gt.edu,4
1949,usr560@gt.edu,2
1952,usr561@gt.edu,4
1953,usr561@gt.edu,5
1956,usr562@gt.edu,5
1957,usr563@gt.edu,3
1961,usr564@gt.edu,4
1963,usr564@gt.edu,3
1966,usr565@gt.edu,5
1967,usr565@gt.edu,1
1969,usr566@gt.edu,5
1972,usr567@gt.edu,3
1977,usr568@gt.edu,4
1990,usr572@gt.edu,1
1991,usr572@gt.edu,2
1992,usr573@gt.edu,5
1996,usr574@gt.edu,2
1998,usr575@gt.edu,2
1999,usr575@gt.edu,5
2004,usr577@gt.edu,5
2007,usr578@gt.edu,4
2016,usr580@gt.edu,1
2019,usr582@gt.edu,2
2022,usr583@gt.edu,1
2024,usr584@gt.edu,2
2026,usr585@gt.edu,3
2032,usr586@gt.edu,2
2035,usr587@gt.edu,1
2036,usr588@gt.edu,1
2038,usr588@gt.edu,1
2040,usr589@gt.edu,2
2041,usr589@gt.edu,4
2042,usr590@gt.edu,3
2045,usr590@gt.edu,3
2046,usr591@gt.edu,5
2051,usr592@gt.edu,1
2052,usr592@gt.edu,3
2058,usr593@gt.edu,4
2059,usr593@gt.edu,5
2069,usr596@gt.edu,2
2070,usr597@gt.edu,1
2071,usr597@gt.edu,1
2072,usr598@gt.edu,5
2074,usr598@gt.edu,3
2078,usr600@gt.edu,1
2082,usr601@gt.edu,3
2084,usr602@gt.edu,3
2086,usr603@gt.edu,2
2087,usr603@gt.edu,5
2088,usr604@gt.edu,1
2090,usr605@gt.edu,3
2091,usr605@gt.edu,1
2094,usr606@gt.edu,1
2096,usr607@gt.edu,2
2097,usr607@gt.edu,4
2098,usr608@gt.edu,2
2099,usr608@gt.edu,4
2100,usr609@gt.edu,4
2102,usr610@gt.edu,3
2103,usr611@gt.edu,4
2104,usr611@gt.edu,1
2106,usr612@gt.edu,4
2107,usr612@gt.edu,2
2108,usr612@gt.edu,3
2109,usr612@gt.edu,3
2110,usr613@gt.edu,3
2111,usr613@gt.edu,4
2113,usr614@gt.edu,5
2115,usr614@gt.edu,3
2116,usr614@gt.edu,5
2117,usr615@gt.edu,4
2121,usr617@gt.edu,3
2122,usr617@gt.edu,4
2123,usr617@gt.edu,5
2125,usr618@gt.edu,2
2127,usr618@gt.edu,4
2128,usr619@gt.edu,5
2129,usr619@gt.edu,5
2131,usr619@gt.edu,5
2135,usr620@gt.edu,2
2141,usr621@gt.edu,1
2147,usr623@gt.edu,5
2150,usr624@gt.edu,4
2152,usr624@gt.edu,1
2155,usr625@gt.edu,2
2156,usr625@gt.edu,3
2157,usr626@gt.edu,2
2158,usr626@gt.edu,3
2159,usr626@gt.edu,4
2162,usr628@gt.edu,3
2163,usr628@gt.edu,5
2166,usr629@gt.edu,4
2167,usr629@gt.edu,3
2169,usr630@gt.edu,1
2171,usr630@gt.edu,5
2172,usr630@gt.edu,4
2175,usr631@gt.edu,5
2182,usr633@gt.edu,1
2183,usr633@gt.edu,4
2185,usr634@gt.edu,3
2186,usr635@gt.edu,3
2190,usr636@gt.edu,2
2191,usr636@gt.edu,1
2193,usr637@gt.edu,1
2195,usr637@gt.edu,3
2201,usr639@gt.edu,1
2202,usr640@gt.edu,4
2209,usr642@gt.edu,3
2210,usr642@gt.edu,5
2212,usr643@gt.edu,5
2213,usr643@gt.edu,1
2214,usr644@gt.edu,4
2216,usr644@gt.edu,3
2220,usr645@gt.edu,3
2221,usr645@gt.edu,4
2225,usr646@gt.edu,1
2230,usr648@gt.edu,5
2234,usr650@gt.edu,4
2235,usr650@gt.edu,3
2236,usr650@gt.edu,4
2238,usr651@gt.edu,5
2241,usr652@gt.edu,2
2244,usr653@gt.edu,3
2247,usr653@gt.edu,5
2249,usr654@gt.edu,4
2251,usr654@gt.edu,3
2258,usr656@gt.edu,4
2260,usr656@gt.edu,1
2263,usr657@gt.edu,4
2264,usr657@gt.edu,4
2271,usr659@gt.edu,2
2280,usr661@gt.edu,3
2281,usr662@gt.edu,2
2282,usr662@gt.edu,4
2284,usr663@gt.edu,4
2288,usr663@gt.edu,2
2294,usr665@gt.edu,2
2297,usr666@gt.edu,1
2302,usr667@gt.edu,5
2309,usr669@gt.edu,2
2310,usr669@gt.edu,4
2313,usr670@gt.edu,3
2317,usr671@gt.edu,3
2318,usr671@gt.edu,5
2319,usr671@gt.edu,4
2320,usr671@gt.edu,4
2325,usr674@gt.edu,2
2328,usr675@gt.edu,3
2329,usr675@gt.edu,4
2332,usr676@gt.edu,2
2334,usr676@gt.edu,1
2335,usr676@gt.edu,3
2336,usr676@gt.edu,1
2338,usr677@gt.edu,4
2346,usr679@gt.edu,3
2347,usr679@gt.edu,2
2349,usr680@gt.edu,5
2350,usr680@gt.edu,4
2352,usr681@gt.edu,1
2356,usr681@gt.edu,1
2358,usr682@gt.edu,4
2361,usr683@gt.edu,4
2368,usr684@gt.edu,5
2369,usr684@gt.edu,2
2387,usr689@gt.edu,4
2397,usr692@gt.edu,2
2398,usr692@gt.edu,2
2401,usr693@gt.edu,4
2403,usr694@gt.edu,5
2409,usr696@gt.edu,4
2416,usr697@gt.edu,3
2418,usr698@gt.edu,4
2419,usr698@gt.edu,1
2423,usr700@gt.edu,1
2424,usr700@gt.edu,1
2426,usr701@gt.edu,5
2433,usr702@gt.edu,1
2436,usr704@gt.edu,5
2437,usr705@gt.edu,5
2438,usr705@gt.edu,5
2439,usr706@gt.edu,2
2444,usr707@gt.edu,5
2445,usr707@gt.edu,3
2446,usr708@gt.edu,5
2449,usr708@gt.edu,1
2451,usr709@gt.edu,1
2453,usr709@gt.edu,1
2458,usr711@gt.edu,5
2462,usr712@gt.edu,4
2466,usr713@gt.edu,5
2472,usr716@gt.edu,2
2473,usr716@gt.edu,5
2476,usr717@gt.edu,3
2477,usr717@gt.edu,1
2479,usr718@gt.edu,1
2483,usr719@gt.edu,2
2484,usr719@gt.edu,4
2485,usr720@gt.edu,4
2486,usr720@gt.edu,4
2489,usr721@gt.edu,5
2491,usr722@gt.edu,4
2492,usr723@gt.edu,5
2497,usr724@gt.edu,2
2499,usr725@gt.edu,3
2501,usr725@gt.edu,5
2503,usr726@gt.edu,5
2506,usr728@gt.edu,5
2509,usr728@gt.edu,4
2511,usr729@gt.edu,4
2512,usr729@gt.edu,1
2513,usr729@gt.edu,4
2514,usr729@gt.edu,4
2515,usr729@gt.edu,3
2516,usr729@gt.edu,4
2517,usr730@gt.edu,5
2525,usr731@gt.edu,2
2526,usr731@gt.edu,1
2527,usr731@gt.edu,1
2528,usr732@gt.edu,2
2529,usr732@gt.edu,4
2530,usr732@gt.edu,3
2532,usr733@gt.edu,5
2535,usr734@gt.edu,2
2538,usr735@gt.edu,3
2539,usr735@gt.edu,3
2541,usr736@gt.edu,4
2545,usr737@gt.edu,2
2566,usr743@gt.edu,2
2568,usr744@gt.edu,1
2570,usr744@gt.edu,4
2573,usr745@gt.edu,5
2574,usr745@gt.edu,5
2576,usr746@gt.edu,4
2583,usr748@gt.edu,1
2586,usr749@gt.edu,4
2591,usr750@gt.edu,3
2595,usr751@gt.edu,4
2596,usr752@gt.edu,1
2598,usr753@gt.edu,3
2599,usr753@gt.edu,3
2603,usr754@gt.edu,3
2604,usr755@gt.edu,2
2607,usr756@gt.edu,2
2608,usr756@gt.edu,3
2611,usr758@gt.edu,2
2621,usr761@gt.edu,2
2624,usr762@gt.edu,3
2626,usr763@gt.edu,3
2628,usr763@gt.edu,1
2629,usr764@gt.edu,5
2637,usr767@gt.edu,5
2639,usr768@gt.edu,5
2641,usr768@gt.edu,1
2642,usr769@gt.edu,5
2644,usr769@gt.edu,5
2645,usr770@gt.edu,5
2646,usr770@gt.edu,5
2651,usr771@gt.edu,5
2652,usr771@gt.edu,4
2656,usr772@gt.edu,5
2657,usr772@gt.edu,1
2661,usr774@gt.edu,5
2664,usr775@gt.edu,3
2667,usr776@gt.edu,1
2671,usr777@gt.edu,3
2672,usr777@gt.edu,3
2675,usr778@gt.edu,3
2681,usr780@gt.edu,2
